method,time,active_ues,decision_tasks,local_ratio,step_reward,new_completed,new_dropped,new_finished_or_dropped,action_0_count,action_0_ratio,action_1_count,action_1_ratio,action_2_count,action_2_ratio,action_3_count,action_3_ratio
CD-MAPPO,143.0,148.6,46.0,0.45652173913043476,741.817724609375,26.8,15.4,42.2,21.0,0.45652173913043476,11.6,0.25217391304347825,1.8,0.0391304347826087,11.6,0.25217391304347825
CD-MAPPO,144.0,149.4,43.0,0.48372093023255813,870.7802734375,31.2,12.2,43.4,20.8,0.48372093023255813,2.0,0.046511627906976744,7.4,0.17209302325581396,12.8,0.29767441860465116
CD-MAPPO,145.0,149.8,43.8,0.5753424657534246,860.47060546875,27.4,14.8,42.2,25.2,0.5753424657534246,0.0,0.0,7.6,0.1735159817351598,11.0,0.2511415525114155
CD-MAPPO,146.0,149.8,45.2,0.6769911504424779,868.8607421875,25.4,16.6,42.0,30.6,0.6769911504424779,2.4,0.05309734513274336,6.2,0.13716814159292035,6.0,0.13274336283185842
CD-MAPPO,147.0,150.0,43.4,0.8571428571428571,934.3140625,28.0,21.8,49.8,37.2,0.8571428571428571,1.6,0.03686635944700461,4.6,0.10599078341013825,0.0,0.0
CD-MAPPO,148.0,150.2,44.8,0.7991071428571429,822.20908203125,28.0,16.6,44.6,35.8,0.7991071428571429,2.2,0.049107142857142856,6.8,0.15178571428571427,0.0,0.0
CD-MAPPO,149.0,150.2,47.6,0.726890756302521,822.728515625,27.0,17.6,44.6,34.6,0.726890756302521,1.8,0.037815126050420166,5.4,0.1134453781512605,5.8,0.12184873949579832
CD-MAPPO,150.0,150.4,47.4,0.5021097046413502,628.49375,25.4,16.0,41.4,23.8,0.5021097046413502,6.0,0.12658227848101267,3.4,0.07172995780590717,14.2,0.29957805907172996
CD-MAPPO,151.0,150.2,48.4,0.3140495867768595,776.53212890625,30.4,14.6,45.0,15.2,0.3140495867768595,12.0,0.24793388429752067,3.2,0.06611570247933884,18.0,0.371900826446281
CD-MAPPO,152.0,150.6,40.2,0.5124378109452736,996.17587890625,34.2,14.6,48.8,20.6,0.5124378109452736,6.4,0.15920398009950248,5.8,0.14427860696517414,7.4,0.18407960199004975
CD-MAPPO,153.0,151.0,43.4,0.4930875576036866,593.43935546875,19.0,19.0,38.0,21.4,0.4930875576036866,3.2,0.07373271889400922,12.8,0.29493087557603687,6.0,0.1382488479262673
CD-MAPPO,154.0,151.0,44.2,0.746606334841629,825.5267578125,28.0,21.8,49.8,33.0,0.746606334841629,2.0,0.04524886877828054,6.8,0.15384615384615385,2.4,0.05429864253393665
CD-MAPPO,155.0,151.0,43.4,0.6543778801843319,703.0083984375,26.6,18.2,44.8,28.4,0.6543778801843319,0.6,0.013824884792626729,13.4,0.3087557603686636,1.0,0.02304147465437788
CD-MAPPO,156.0,151.0,40.6,0.6995073891625616,850.88203125,30.2,16.2,46.4,28.4,0.6995073891625616,2.8,0.06896551724137931,8.2,0.2019704433497537,1.2,0.029556650246305417
CD-MAPPO,157.0,151.0,47.8,0.5355648535564853,714.327392578125,26.8,14.0,40.8,25.6,0.5355648535564853,5.8,0.12133891213389121,4.6,0.09623430962343096,11.8,0.24686192468619247
CD-MAPPO,158.0,151.2,43.4,0.5668202764976958,791.16630859375,27.0,14.6,41.6,24.6,0.5668202764976958,7.0,0.16129032258064516,0.0,0.0,11.8,0.271889400921659
CD-MAPPO,159.0,151.6,43.4,0.7050691244239631,825.00625,26.0,19.4,45.4,30.6,0.7050691244239631,5.2,0.11981566820276497,0.0,0.0,7.6,0.17511520737327188
CD-MAPPO,160.0,151.6,45.2,0.672566371681416,732.880908203125,24.4,17.4,41.8,30.4,0.672566371681416,0.0,0.0,6.0,0.13274336283185842,8.8,0.19469026548672566
CD-MAPPO,161.0,151.6,40.2,0.5870646766169154,833.36337890625,30.2,16.0,46.2,23.6,0.5870646766169154,0.0,0.0,14.2,0.35323383084577115,2.4,0.05970149253731343
CD-MAPPO,162.0,151.6,47.6,0.5630252100840336,847.309375,30.8,16.6,47.4,26.8,0.5630252100840336,3.4,0.07142857142857142,17.4,0.36554621848739494,0.0,0.0
CD-MAPPO,163.0,152.0,43.4,0.46543778801843316,797.64853515625,28.2,17.0,45.2,20.2,0.46543778801843316,13.0,0.2995391705069124,7.8,0.17972350230414746,2.4,0.055299539170506916
CD-MAPPO,164.0,152.2,50.8,0.5984251968503937,898.8904296875,28.0,16.0,44.0,30.4,0.5984251968503937,13.6,0.2677165354330709,2.0,0.03937007874015748,4.8,0.09448818897637795
CD-MAPPO,165.0,152.2,47.6,0.5504201680672269,691.40556640625,24.8,18.4,43.2,26.2,0.5504201680672269,3.0,0.06302521008403361,0.0,0.0,18.4,0.3865546218487395
CD-MAPPO,166.0,152.4,47.0,0.7191489361702128,704.6244140625,27.0,19.6,46.6,33.8,0.7191489361702128,1.0,0.02127659574468085,0.0,0.0,12.2,0.25957446808510637
CD-MAPPO,167.0,152.2,44.6,0.8430493273542601,883.1185546875,31.4,13.6,45.0,37.6,0.8430493273542601,0.2,0.004484304932735426,4.4,0.09865470852017937,2.4,0.053811659192825115
CD-MAPPO,168.0,152.6,42.8,0.49065420560747663,762.357763671875,28.8,17.6,46.4,21.0,0.49065420560747663,0.8,0.018691588785046728,12.2,0.2850467289719626,8.8,0.205607476635514
CD-MAPPO,169.0,152.6,41.4,0.4396135265700483,783.6021484375,29.2,19.8,49.0,18.2,0.4396135265700483,7.4,0.178743961352657,8.8,0.21256038647342995,7.0,0.16908212560386474
CD-MAPPO,170.0,152.6,43.8,0.6301369863013698,815.2771484375,26.0,16.6,42.6,27.6,0.6301369863013698,9.6,0.2191780821917808,5.8,0.1324200913242009,0.8,0.0182648401826484
CD-MAPPO,171.0,153.0,45.4,0.5903083700440529,814.724755859375,24.8,17.2,42.0,26.8,0.5903083700440529,3.6,0.07929515418502203,7.8,0.17180616740088106,7.2,0.15859030837004406
CD-MAPPO,172.0,153.0,43.4,0.5806451612903226,963.88564453125,30.4,18.2,48.6,25.2,0.5806451612903226,4.2,0.0967741935483871,2.0,0.04608294930875576,12.0,0.2764976958525346
CD-MAPPO,173.0,153.8,46.8,0.6025641025641025,780.4359375,25.4,16.2,41.6,28.2,0.6025641025641025,6.2,0.13247863247863248,6.4,0.13675213675213677,6.0,0.1282051282051282
CD-MAPPO,174.0,154.0,47.2,0.5508474576271186,813.93642578125,27.0,14.6,41.6,26.0,0.5508474576271186,1.2,0.025423728813559324,9.0,0.1906779661016949,11.0,0.2330508474576271
CD-MAPPO,175.0,154.2,40.2,0.8059701492537313,798.95703125,27.0,17.8,44.8,32.4,0.8059701492537313,4.6,0.11442786069651742,0.2,0.004975124378109453,3.0,0.07462686567164178
CD-MAPPO,176.0,154.4,44.4,0.7927927927927928,821.03056640625,29.0,14.4,43.4,35.2,0.7927927927927928,4.0,0.09009009009009009,1.4,0.03153153153153153,3.8,0.08558558558558559
CD-MAPPO,177.0,154.2,49.2,0.5691056910569106,793.307861328125,26.6,19.0,45.6,28.0,0.5691056910569106,3.4,0.06910569105691057,9.2,0.18699186991869918,8.6,0.17479674796747968
CD-MAPPO,178.0,154.2,45.8,0.4497816593886463,812.9744140625,29.2,20.6,49.8,20.6,0.4497816593886463,0.0,0.0,15.2,0.3318777292576419,10.0,0.2183406113537118
CD-MAPPO,179.0,154.0,48.0,0.4666666666666667,908.09677734375,32.0,12.8,44.8,22.4,0.4666666666666667,7.8,0.1625,5.8,0.12083333333333333,12.0,0.25
CD-MAPPO,180.0,154.0,47.0,0.39148936170212767,797.043359375,25.0,16.8,41.8,18.4,0.39148936170212767,9.4,0.2,11.6,0.24680851063829787,7.6,0.16170212765957448
CD-MAPPO,181.0,153.6,47.2,0.6228813559322034,760.74775390625,25.8,20.4,46.2,29.4,0.6228813559322034,2.8,0.059322033898305086,11.0,0.2330508474576271,4.0,0.0847457627118644
CD-MAPPO,182.0,154.0,43.0,0.9116279069767442,755.596875,26.6,17.2,43.8,39.2,0.9116279069767442,3.8,0.08837209302325581,0.0,0.0,0.0,0.0
CD-MAPPO,183.0,153.8,43.8,0.8127853881278538,745.278125,27.6,19.0,46.6,35.6,0.8127853881278538,4.2,0.0958904109589041,2.0,0.045662100456621,2.0,0.045662100456621
CD-MAPPO,184.0,153.8,47.2,0.597457627118644,760.80234375,29.6,21.8,51.4,28.2,0.597457627118644,4.8,0.1016949152542373,6.4,0.13559322033898305,7.8,0.1652542372881356
CD-MAPPO,185.0,153.8,44.4,0.5,1026.1158203125,37.8,12.6,50.4,22.2,0.5,6.4,0.14414414414414414,4.8,0.10810810810810811,11.0,0.24774774774774774
CD-MAPPO,186.0,154.4,48.4,0.22727272727272727,751.2287109375,27.8,15.8,43.6,11.0,0.22727272727272727,5.4,0.1115702479338843,17.8,0.3677685950413223,14.2,0.29338842975206614
CD-MAPPO,187.0,154.4,45.8,0.5021834061135371,774.3529296875,23.6,20.0,43.6,23.0,0.5021834061135371,6.2,0.13537117903930132,4.4,0.09606986899563319,12.2,0.2663755458515284
CD-MAPPO,188.0,154.2,47.2,0.635593220338983,717.04365234375,23.8,18.0,41.8,30.0,0.635593220338983,2.8,0.059322033898305086,12.6,0.2669491525423729,1.8,0.038135593220338986
CD-MAPPO,189.0,154.0,45.8,0.6550218340611353,758.882666015625,24.6,24.6,49.2,30.0,0.6550218340611353,0.2,0.004366812227074236,13.4,0.2925764192139738,2.2,0.048034934497816595
CD-MAPPO,190.0,153.6,46.8,0.7948717948717948,757.2158203125,23.4,22.8,46.2,37.2,0.7948717948717948,6.2,0.13247863247863248,1.6,0.03418803418803419,1.8,0.038461538461538464
CD-MAPPO,191.0,153.2,44.8,0.6651785714285714,826.8775390625,28.4,19.4,47.8,29.8,0.6651785714285714,5.6,0.125,5.2,0.11607142857142858,4.2,0.09375
CD-MAPPO,192.0,153.0,43.0,0.5534883720930233,799.5091796875,30.8,17.8,48.6,23.8,0.5534883720930233,3.2,0.07441860465116279,7.4,0.17209302325581396,8.6,0.2
CD-MAPPO,193.0,153.4,42.6,0.6103286384976526,841.5498046875,29.8,15.0,44.8,26.0,0.6103286384976526,3.6,0.08450704225352113,4.4,0.10328638497652583,8.6,0.20187793427230047
CD-MAPPO,194.0,153.0,42.0,0.5571428571428572,689.114208984375,24.0,19.0,43.0,23.4,0.5571428571428572,2.4,0.05714285714285714,2.8,0.06666666666666667,13.4,0.319047619047619
CD-MAPPO,195.0,153.0,47.2,0.559322033898305,741.45908203125,25.0,16.0,41.0,26.4,0.559322033898305,0.8,0.01694915254237288,4.6,0.09745762711864407,15.4,0.326271186440678
CD-MAPPO,196.0,153.0,47.2,0.5635593220338984,813.60673828125,26.6,19.8,46.4,26.6,0.5635593220338984,6.4,0.13559322033898305,12.0,0.2542372881355932,2.2,0.046610169491525424
CD-MAPPO,197.0,153.0,41.4,0.5845410628019324,783.178857421875,28.8,15.8,44.6,24.2,0.5845410628019324,5.0,0.12077294685990338,12.0,0.2898550724637681,0.2,0.004830917874396135
CD-MAPPO,198.0,153.2,49.2,0.6097560975609756,859.81689453125,29.4,18.2,47.6,30.0,0.6097560975609756,10.6,0.21544715447154472,7.0,0.14227642276422764,1.6,0.032520325203252036
CD-MAPPO,199.0,153.6,49.6,0.7016129032258065,852.9865234375,28.8,16.6,45.4,34.8,0.7016129032258065,6.6,0.13306451612903225,2.0,0.04032258064516129,6.2,0.125
CD-MAPPO,200.0,153.4,44.6,0.6591928251121076,859.203125,28.2,22.4,50.6,29.4,0.6591928251121076,1.4,0.03139013452914798,3.4,0.07623318385650224,10.4,0.23318385650224216
CD-MAPPO,201.0,152.8,45.8,0.6462882096069869,746.785205078125,26.0,17.8,43.8,29.6,0.6462882096069869,3.0,0.06550218340611354,0.4,0.008733624454148471,12.8,0.2794759825327511
CD-MAPPO,202.0,152.8,52.0,0.6076923076923076,897.08203125,30.4,16.8,47.2,31.6,0.6076923076923076,2.0,0.038461538461538464,5.2,0.1,13.2,0.25384615384615383
CD-MAPPO,203.0,152.0,47.0,0.6680851063829787,860.3736328125,30.2,17.0,47.2,31.4,0.6680851063829787,0.8,0.01702127659574468,10.8,0.2297872340425532,4.0,0.0851063829787234
CD-MAPPO,204.0,152.0,45.2,0.5309734513274337,784.15693359375,28.6,12.8,41.4,24.0,0.5309734513274337,13.6,0.3008849557522124,7.6,0.168141592920354,0.0,0.0
CD-MAPPO,205.0,152.4,47.6,0.4789915966386555,771.74765625,27.6,17.4,45.0,22.8,0.4789915966386555,14.2,0.29831932773109243,9.2,0.19327731092436976,1.4,0.029411764705882353
CD-MAPPO,206.0,152.0,44.8,0.6517857142857143,916.466796875,29.6,19.8,49.4,29.2,0.6517857142857143,7.0,0.15625,3.8,0.08482142857142858,4.8,0.10714285714285714
CD-MAPPO,207.0,151.8,43.8,0.680365296803653,863.72099609375,28.4,17.8,46.2,29.8,0.680365296803653,3.2,0.0730593607305936,2.8,0.0639269406392694,8.0,0.182648401826484
CD-MAPPO,208.0,152.0,45.0,0.7822222222222223,756.410205078125,26.0,21.4,47.4,35.2,0.7822222222222223,2.0,0.044444444444444446,1.8,0.04,6.0,0.13333333333333333
CD-MAPPO,209.0,152.2,47.8,0.6150627615062761,713.21708984375,26.6,18.8,45.4,29.4,0.6150627615062761,0.0,0.0,3.4,0.07112970711297072,15.0,0.3138075313807531
CD-MAPPO,210.0,152.0,44.4,0.6171171171171171,1021.56455078125,34.4,14.8,49.2,27.4,0.6171171171171171,1.6,0.036036036036036036,6.2,0.13963963963963963,9.2,0.2072072072072072
CD-MAPPO,211.0,152.0,45.0,0.5466666666666666,992.962890625,35.0,13.4,48.4,24.6,0.5466666666666666,9.0,0.2,11.2,0.24888888888888888,0.2,0.0044444444444444444
CD-MAPPO,212.0,151.6,46.8,0.5170940170940171,856.6208984375,27.6,17.2,44.8,24.2,0.5170940170940171,6.8,0.1452991452991453,14.8,0.3162393162393162,1.0,0.021367521367521368
CD-MAPPO,213.0,151.2,43.2,0.5740740740740741,740.432763671875,24.4,17.0,41.4,24.8,0.5740740740740741,9.0,0.20833333333333334,1.8,0.041666666666666664,7.6,0.17592592592592593
CD-MAPPO,214.0,150.8,43.8,0.5799086757990868,903.2365234375,28.6,18.8,47.4,25.4,0.5799086757990868,5.6,0.1278538812785388,2.8,0.0639269406392694,10.0,0.228310502283105
CD-MAPPO,215.0,151.2,41.2,0.6796116504854369,720.89833984375,26.2,17.2,43.4,28.0,0.6796116504854369,0.6,0.014563106796116505,0.8,0.019417475728155338,11.8,0.28640776699029125
CD-MAPPO,216.0,151.2,45.8,0.6899563318777293,739.34248046875,23.8,17.6,41.4,31.6,0.6899563318777293,0.8,0.017467248908296942,5.0,0.1091703056768559,8.4,0.18340611353711792
CD-MAPPO,217.0,151.2,47.6,0.4957983193277311,829.51650390625,28.4,18.8,47.2,23.6,0.4957983193277311,7.8,0.1638655462184874,10.4,0.2184873949579832,5.8,0.12184873949579832
CD-MAPPO,218.0,151.2,44.8,0.4955357142857143,726.23857421875,26.2,16.8,43.0,22.2,0.4955357142857143,4.4,0.09821428571428571,12.4,0.2767857142857143,5.8,0.12946428571428573
CD-MAPPO,219.0,150.6,47.0,0.4723404255319149,761.93515625,25.2,14.6,39.8,22.2,0.4723404255319149,5.0,0.10638297872340426,13.0,0.2765957446808511,6.8,0.14468085106382977
CD-MAPPO,220.0,150.6,45.6,0.4956140350877193,717.2955078125,25.0,17.4,42.4,22.6,0.4956140350877193,4.6,0.10087719298245613,6.2,0.13596491228070176,12.2,0.2675438596491228
CD-MAPPO,221.0,150.2,45.2,0.7168141592920354,731.95068359375,25.8,22.4,48.2,32.4,0.7168141592920354,6.8,0.1504424778761062,0.8,0.017699115044247787,5.2,0.11504424778761062
CD-MAPPO,222.0,150.2,47.0,0.774468085106383,804.69267578125,26.4,22.6,49.0,36.4,0.774468085106383,2.8,0.059574468085106386,3.4,0.07234042553191489,4.4,0.09361702127659574
CD-MAPPO,223.0,149.0,47.4,0.7679324894514767,842.521875,27.4,20.4,47.8,36.4,0.7679324894514767,0.6,0.012658227848101266,1.4,0.029535864978902954,9.0,0.189873417721519
CD-MAPPO,224.0,148.4,46.8,0.594017094017094,787.17822265625,26.0,17.4,43.4,27.8,0.594017094017094,5.0,0.10683760683760683,5.8,0.12393162393162394,8.2,0.1752136752136752
CD-MAPPO,225.0,148.2,42.8,0.42990654205607476,773.268310546875,31.4,15.8,47.2,18.4,0.42990654205607476,4.0,0.09345794392523364,12.2,0.2850467289719626,8.2,0.19158878504672897
CD-MAPPO,226.0,147.8,42.0,0.6238095238095238,822.49716796875,28.4,15.8,44.2,26.2,0.6238095238095238,4.2,0.1,7.6,0.18095238095238095,4.0,0.09523809523809523
CD-MAPPO,227.0,147.6,45.2,0.6592920353982301,744.706640625,26.0,20.2,46.2,29.8,0.6592920353982301,4.0,0.08849557522123894,6.6,0.14601769911504425,4.8,0.10619469026548672
CD-MAPPO,228.0,147.2,42.4,0.7122641509433962,765.944091796875,28.0,21.0,49.0,30.2,0.7122641509433962,2.6,0.06132075471698113,7.0,0.1650943396226415,2.6,0.06132075471698113
CD-MAPPO,229.0,146.8,40.0,0.73,840.01845703125,27.8,15.6,43.4,29.2,0.73,3.4,0.085,1.4,0.035,6.0,0.15
CD-MAPPO,230.0,146.4,45.0,0.4,738.80849609375,29.0,15.6,44.6,18.0,0.4,8.6,0.19111111111111112,3.8,0.08444444444444445,14.6,0.3244444444444444
CD-MAPPO,231.0,146.2,44.6,0.4304932735426009,991.7591796875,33.8,16.4,50.2,19.2,0.4304932735426009,7.4,0.16591928251121077,10.8,0.242152466367713,7.2,0.16143497757847533
CD-MAPPO,232.0,145.6,42.2,0.6208530805687204,798.46767578125,24.8,14.4,39.2,26.2,0.6208530805687204,3.8,0.09004739336492891,8.0,0.1895734597156398,4.2,0.0995260663507109
CD-MAPPO,233.0,145.8,44.4,0.8018018018018018,712.346875,21.8,13.6,35.4,35.6,0.8018018018018018,1.2,0.02702702702702703,6.6,0.14864864864864866,1.0,0.02252252252252252
CD-MAPPO,234.0,145.6,44.8,0.5982142857142857,719.726806640625,25.4,16.4,41.8,26.8,0.5982142857142857,2.4,0.05357142857142857,12.8,0.2857142857142857,2.8,0.0625
CD-MAPPO,235.0,145.6,37.0,0.6054054054054054,763.80302734375,27.8,14.4,42.2,22.4,0.6054054054054054,2.8,0.07567567567567568,1.8,0.04864864864864865,10.0,0.2702702702702703
CD-MAPPO,236.0,144.8,48.6,0.49382716049382713,806.929052734375,29.2,14.4,43.6,24.0,0.49382716049382713,7.6,0.15637860082304528,7.6,0.15637860082304528,9.4,0.1934156378600823
CD-MAPPO,237.0,145.0,48.2,0.6224066390041494,892.3990234375,29.4,13.6,43.0,30.0,0.6224066390041494,1.2,0.024896265560165973,5.4,0.11203319502074689,11.6,0.24066390041493776
CD-MAPPO,238.0,144.4,42.8,0.7523364485981309,906.9896484375,29.4,17.8,47.2,32.2,0.7523364485981309,6.4,0.14953271028037382,0.4,0.009345794392523364,3.8,0.08878504672897196
CD-MAPPO,239.0,143.8,43.8,0.7214611872146118,768.629296875,27.8,20.0,47.8,31.6,0.7214611872146118,5.0,0.1141552511415525,6.2,0.1415525114155251,1.0,0.0228310502283105
CD-MAPPO,240.0,142.8,43.8,0.5388127853881278,781.907275390625,27.4,16.4,43.8,23.6,0.5388127853881278,4.4,0.1004566210045662,8.2,0.1872146118721461,7.6,0.1735159817351598
CD-MAPPO,241.0,90.8,41.4,0.2995169082125604,749.309912109375,27.4,32.8,60.2,12.4,0.2995169082125604,6.4,0.15458937198067632,6.6,0.15942028985507245,16.0,0.3864734299516908
CD-MAPPO,242.0,89.8,27.0,0.9111111111111111,682.0974609375,23.8,8.6,32.4,24.6,0.9111111111111111,0.2,0.007407407407407408,1.2,0.044444444444444446,1.0,0.037037037037037035
CD-MAPPO,243.0,90.0,25.6,0.8125,373.6994384765625,13.8,14.6,28.4,20.8,0.8125,1.0,0.0390625,2.8,0.109375,1.0,0.0390625
CD-MAPPO,244.0,89.6,21.8,0.8073394495412844,508.489990234375,19.4,15.0,34.4,17.6,0.8073394495412844,1.6,0.07339449541284404,1.6,0.07339449541284404,1.0,0.045871559633027525
CD-MAPPO,245.0,88.6,26.0,0.6615384615384615,556.133203125,23.0,9.4,32.4,17.2,0.6615384615384615,1.8,0.06923076923076923,1.2,0.046153846153846156,5.8,0.2230769230769231
CD-MAPPO,246.0,87.8,29.6,0.25675675675675674,481.605078125,17.8,8.4,26.2,7.6,0.25675675675675674,5.6,0.1891891891891892,5.2,0.17567567567567569,11.2,0.3783783783783784
CD-MAPPO,247.0,87.8,28.0,0.38571428571428573,584.34921875,21.4,7.2,28.6,10.8,0.38571428571428573,7.2,0.2571428571428571,7.8,0.2785714285714286,2.2,0.07857142857142857
CD-MAPPO,248.0,87.8,24.0,0.2916666666666667,504.292822265625,16.0,7.0,23.0,7.0,0.2916666666666667,4.6,0.19166666666666668,8.0,0.3333333333333333,4.4,0.18333333333333332
CD-MAPPO,249.0,87.8,28.0,0.4857142857142857,539.540576171875,18.8,11.6,30.4,13.6,0.4857142857142857,5.2,0.18571428571428572,3.6,0.12857142857142856,5.6,0.2
CD-MAPPO,250.0,87.6,28.0,0.6714285714285714,545.9228515625,19.8,6.6,26.4,18.8,0.6714285714285714,2.8,0.1,1.2,0.04285714285714286,5.2,0.18571428571428572
CD-MAPPO,251.0,87.2,26.6,0.8345864661654135,675.81513671875,23.2,6.4,29.6,22.2,0.8345864661654135,2.4,0.09022556390977443,0.8,0.03007518796992481,1.2,0.045112781954887216
CD-MAPPO,252.0,87.4,29.2,0.7328767123287672,490.1951171875,18.0,7.4,25.4,21.4,0.7328767123287672,1.0,0.03424657534246575,2.4,0.0821917808219178,4.4,0.1506849315068493
CD-MAPPO,253.0,87.4,29.0,0.3724137931034483,654.209912109375,24.0,7.4,31.4,10.8,0.3724137931034483,1.0,0.034482758620689655,12.8,0.4413793103448276,4.4,0.15172413793103448
CD-MAPPO,254.0,87.2,27.4,0.35766423357664234,524.67978515625,20.2,6.8,27.0,9.8,0.35766423357664234,3.0,0.10948905109489052,11.8,0.4306569343065693,2.8,0.10218978102189781
CD-MAPPO,255.0,87.2,29.8,0.47651006711409394,594.621923828125,20.0,5.4,25.4,14.2,0.47651006711409394,10.2,0.3422818791946309,0.0,0.0,5.4,0.18120805369127516
CD-MAPPO,256.0,87.4,24.2,0.6446280991735537,403.056494140625,15.6,6.4,22.0,15.6,0.6446280991735537,4.2,0.17355371900826447,0.0,0.0,4.4,0.18181818181818182
CD-MAPPO,257.0,87.2,22.6,0.7964601769911505,523.6353515625,21.8,9.2,31.0,18.0,0.7964601769911505,0.8,0.035398230088495575,1.0,0.04424778761061947,2.8,0.12389380530973451
CD-MAPPO,258.0,87.6,26.4,0.5757575757575758,653.03095703125,28.2,6.0,34.2,15.2,0.5757575757575758,2.0,0.07575757575757576,4.0,0.15151515151515152,5.2,0.19696969696969696
CD-MAPPO,259.0,87.8,25.4,0.33858267716535434,577.656396484375,22.0,4.8,26.8,8.6,0.33858267716535434,1.4,0.05511811023622047,4.8,0.1889763779527559,10.6,0.41732283464566927
CD-MAPPO,260.0,87.4,27.2,0.20588235294117646,595.831005859375,18.8,5.4,24.2,5.6,0.20588235294117646,5.4,0.19852941176470587,9.8,0.3602941176470588,6.4,0.23529411764705882
CD-MAPPO,261.0,87.4,25.8,0.37209302325581395,619.753955078125,20.0,4.4,24.4,9.6,0.37209302325581395,8.8,0.34108527131782945,5.8,0.2248062015503876,1.6,0.06201550387596899
CD-MAPPO,262.0,87.4,25.8,0.6511627906976745,556.92470703125,18.2,7.6,25.8,16.8,0.6511627906976745,5.6,0.21705426356589147,1.0,0.03875968992248062,2.4,0.09302325581395349
CD-MAPPO,263.0,87.4,24.4,0.6885245901639344,546.1322265625,19.8,7.2,27.0,16.8,0.6885245901639344,1.8,0.07377049180327869,3.2,0.13114754098360656,2.6,0.10655737704918032
CD-MAPPO,264.0,87.2,29.4,0.673469387755102,580.7740234375,20.2,5.6,25.8,19.8,0.673469387755102,1.8,0.061224489795918366,4.2,0.14285714285714285,3.6,0.12244897959183673
CD-MAPPO,265.0,87.4,26.4,0.3939393939393939,522.86220703125,20.8,5.8,26.6,10.4,0.3939393939393939,4.8,0.18181818181818182,4.4,0.16666666666666666,6.8,0.25757575757575757
CD-MAPPO,266.0,87.4,27.4,0.46715328467153283,536.630859375,18.2,7.4,25.6,12.8,0.46715328467153283,2.4,0.08759124087591241,8.4,0.30656934306569344,3.8,0.1386861313868613
CD-MAPPO,267.0,87.4,27.0,0.5111111111111111,492.26015625,18.4,8.0,26.4,13.8,0.5111111111111111,2.8,0.1037037037037037,6.8,0.2518518518518518,3.6,0.13333333333333333
CD-MAPPO,268.0,87.2,23.0,0.6434782608695652,633.191015625,20.8,7.2,28.0,14.8,0.6434782608695652,5.8,0.25217391304347825,0.8,0.034782608695652174,1.6,0.06956521739130435
CD-MAPPO,269.0,87.2,25.6,0.734375,632.232275390625,22.8,5.6,28.4,18.8,0.734375,2.0,0.078125,1.0,0.0390625,3.8,0.1484375
CD-MAPPO,270.0,87.2,25.4,0.49606299212598426,599.430224609375,22.2,5.4,27.6,12.6,0.49606299212598426,3.0,0.11811023622047244,2.8,0.11023622047244094,7.0,0.2755905511811024
CD-MAPPO,271.0,87.2,25.0,0.344,551.965283203125,20.0,6.2,26.2,8.6,0.344,6.0,0.24,6.2,0.248,4.2,0.168
CD-MAPPO,272.0,86.6,26.0,0.4230769230769231,695.523046875,22.0,4.8,26.8,11.0,0.4230769230769231,2.6,0.1,6.4,0.24615384615384617,6.0,0.23076923076923078
CD-MAPPO,273.0,86.6,26.4,0.3560606060606061,571.943505859375,18.0,4.6,22.6,9.4,0.3560606060606061,5.4,0.20454545454545456,6.4,0.24242424242424243,5.2,0.19696969696969696
CD-MAPPO,274.0,86.2,28.0,0.45,588.10595703125,20.0,5.4,25.4,12.6,0.45,3.8,0.1357142857142857,4.0,0.14285714285714285,7.6,0.2714285714285714
CD-MAPPO,275.0,86.4,26.8,0.5447761194029851,557.14267578125,18.8,9.0,27.8,14.6,0.5447761194029851,2.6,0.09701492537313433,2.6,0.09701492537313433,7.0,0.26119402985074625
CD-MAPPO,276.0,86.6,26.4,0.553030303030303,474.20419921875,16.2,7.2,23.4,14.6,0.553030303030303,4.2,0.1590909090909091,3.8,0.14393939393939395,3.8,0.14393939393939395
CD-MAPPO,277.0,86.2,27.6,0.5362318840579711,631.67900390625,20.8,6.8,27.6,14.8,0.5362318840579711,3.6,0.13043478260869565,4.0,0.14492753623188406,5.2,0.18840579710144928
CD-MAPPO,278.0,86.6,27.6,0.4855072463768116,652.39130859375,20.0,4.8,24.8,13.4,0.4855072463768116,7.4,0.26811594202898553,3.4,0.12318840579710146,3.4,0.12318840579710146
CD-MAPPO,279.0,87.2,27.4,0.48905109489051096,546.443896484375,18.6,5.0,23.6,13.4,0.48905109489051096,1.8,0.06569343065693431,7.2,0.26277372262773724,5.0,0.18248175182481752
CD-MAPPO,280.0,87.4,25.8,0.7286821705426356,615.649658203125,21.4,4.4,25.8,18.8,0.7286821705426356,1.4,0.05426356589147287,3.0,0.11627906976744186,2.6,0.10077519379844961
CD-MAPPO,281.0,87.6,30.4,0.6973684210526315,587.9296875,18.6,5.0,23.6,21.2,0.6973684210526315,4.2,0.13815789473684212,2.8,0.09210526315789473,2.2,0.07236842105263158
CD-MAPPO,282.0,87.4,24.8,0.5161290322580645,534.74521484375,22.6,7.0,29.6,12.8,0.5161290322580645,2.2,0.08870967741935484,2.4,0.0967741935483871,7.4,0.29838709677419356
CD-MAPPO,283.0,87.8,26.6,0.6390977443609023,592.419091796875,24.4,7.4,31.8,17.0,0.6390977443609023,0.8,0.03007518796992481,2.6,0.09774436090225563,6.2,0.23308270676691728
