method,time,active_ues,decision_tasks,local_ratio,step_reward,new_completed,new_dropped,new_finished_or_dropped,action_0_count,action_0_ratio,action_1_count,action_1_ratio,action_2_count,action_2_ratio,action_3_count,action_3_ratio
ATT-MAPPO,124.0,146.0,46.2,0.33766233766233766,530.436181640625,16.8,36.8,53.6,15.6,0.33766233766233766,5.2,0.11255411255411256,24.6,0.5324675324675324,0.8,0.017316017316017316
ATT-MAPPO,125.0,146.0,40.4,0.5693069306930693,550.960546875,18.0,29.2,47.2,23.0,0.5693069306930693,2.6,0.06435643564356436,9.6,0.2376237623762376,5.2,0.12871287128712872
ATT-MAPPO,126.0,145.8,44.4,0.33783783783783783,636.967333984375,20.8,30.4,51.2,15.0,0.33783783783783783,1.2,0.02702702702702703,5.4,0.12162162162162163,22.8,0.5135135135135135
ATT-MAPPO,127.0,145.8,42.6,0.27699530516431925,591.446875,18.8,27.6,46.4,11.8,0.27699530516431925,4.0,0.09389671361502347,5.2,0.12206572769953052,21.6,0.5070422535211268
ATT-MAPPO,128.0,145.8,46.0,0.21304347826086956,624.831201171875,20.2,27.6,47.8,9.8,0.21304347826086956,15.6,0.3391304347826087,0.8,0.017391304347826087,19.8,0.43043478260869567
ATT-MAPPO,129.0,146.0,43.4,0.11059907834101383,357.130419921875,12.2,22.8,35.0,4.8,0.11059907834101383,30.0,0.6912442396313364,2.6,0.059907834101382486,6.0,0.1382488479262673
ATT-MAPPO,130.0,146.6,45.4,0.10572687224669604,328.7357421875,12.8,28.6,41.4,4.8,0.10572687224669604,15.6,0.3436123348017621,23.0,0.5066079295154186,2.0,0.04405286343612335
ATT-MAPPO,131.0,146.4,43.0,0.037209302325581395,165.87398681640624,7.2,26.0,33.2,1.6,0.037209302325581395,4.8,0.11162790697674418,35.6,0.827906976744186,1.0,0.023255813953488372
ATT-MAPPO,132.0,146.8,45.8,0.17467248908296942,397.3688232421875,14.0,31.0,45.0,8.0,0.17467248908296942,6.0,0.13100436681222707,21.6,0.47161572052401746,10.2,0.22270742358078602
ATT-MAPPO,133.0,147.2,45.6,0.30701754385964913,309.9013671875,10.8,33.0,43.8,14.0,0.30701754385964913,0.0,0.0,13.8,0.3026315789473684,17.8,0.39035087719298245
ATT-MAPPO,134.0,147.2,42.8,0.5373831775700935,589.94892578125,18.0,35.4,53.4,23.0,0.5373831775700935,1.8,0.04205607476635514,4.8,0.11214953271028037,13.2,0.308411214953271
ATT-MAPPO,135.0,147.4,43.8,0.4794520547945205,823.38544921875,25.2,34.2,59.4,21.0,0.4794520547945205,14.6,0.3333333333333333,0.0,0.0,8.2,0.1872146118721461
ATT-MAPPO,136.0,147.4,45.0,0.3288888888888889,690.704443359375,21.2,26.6,47.8,14.8,0.3288888888888889,23.0,0.5111111111111111,2.4,0.05333333333333334,4.8,0.10666666666666667
ATT-MAPPO,137.0,147.6,38.6,0.40932642487046633,539.125537109375,18.4,20.2,38.6,15.8,0.40932642487046633,9.0,0.23316062176165803,10.8,0.27979274611398963,3.0,0.07772020725388601
ATT-MAPPO,138.0,147.8,44.0,0.16363636363636364,439.991748046875,13.8,22.6,36.4,7.2,0.16363636363636364,5.4,0.12272727272727273,21.6,0.4909090909090909,9.8,0.22272727272727272
ATT-MAPPO,139.0,147.8,42.6,0.009389671361502348,236.4168212890625,11.2,25.4,36.6,0.4,0.009389671361502348,6.2,0.14553990610328638,11.2,0.26291079812206575,24.8,0.5821596244131455
ATT-MAPPO,140.0,148.0,43.0,0.3302325581395349,514.148876953125,16.4,27.4,43.8,14.2,0.3302325581395349,0.0,0.0,15.4,0.3581395348837209,13.4,0.3116279069767442
ATT-MAPPO,141.0,148.2,48.4,0.3140495867768595,435.14326171875,17.4,25.4,42.8,15.2,0.3140495867768595,7.0,0.1446280991735537,23.0,0.47520661157024796,3.2,0.06611570247933884
ATT-MAPPO,142.0,148.6,48.4,0.3140495867768595,483.190087890625,15.4,30.8,46.2,15.2,0.3140495867768595,14.0,0.2892561983471074,9.2,0.19008264462809918,10.0,0.2066115702479339
ATT-MAPPO,143.0,148.6,46.0,0.6043478260869565,814.35400390625,23.2,32.2,55.4,27.8,0.6043478260869565,5.2,0.11304347826086956,4.0,0.08695652173913043,9.0,0.1956521739130435
ATT-MAPPO,144.0,149.4,43.0,0.14883720930232558,355.55693359375,16.8,23.2,40.0,6.4,0.14883720930232558,7.2,0.16744186046511628,6.2,0.14418604651162792,23.2,0.5395348837209303
ATT-MAPPO,145.0,149.8,43.8,0.3059360730593607,734.59609375,23.0,26.4,49.4,13.4,0.3059360730593607,3.2,0.0730593607305936,8.8,0.2009132420091324,18.4,0.4200913242009132
ATT-MAPPO,146.0,149.8,45.2,0.19469026548672566,608.7001953125,20.8,20.2,41.0,8.8,0.19469026548672566,9.2,0.20353982300884957,11.0,0.24336283185840707,16.2,0.3584070796460177
ATT-MAPPO,147.0,150.0,43.4,0.22580645161290322,426.417578125,13.8,22.2,36.0,9.8,0.22580645161290322,18.6,0.42857142857142855,9.2,0.2119815668202765,5.8,0.1336405529953917
ATT-MAPPO,148.0,150.2,44.8,0.25,533.6287109375,16.8,26.4,43.2,11.2,0.25,10.8,0.24107142857142858,18.2,0.40625,4.6,0.10267857142857142
ATT-MAPPO,149.0,150.2,47.6,0.2647058823529412,513.273193359375,17.8,33.0,50.8,12.6,0.2647058823529412,2.8,0.058823529411764705,19.4,0.40756302521008403,12.8,0.2689075630252101
ATT-MAPPO,150.0,150.4,47.4,0.2489451476793249,518.08466796875,16.8,27.6,44.4,11.8,0.2489451476793249,13.6,0.2869198312236287,16.8,0.35443037974683544,5.2,0.10970464135021098
ATT-MAPPO,151.0,150.2,48.4,0.30165289256198347,628.3548828125,20.6,27.2,47.8,14.6,0.30165289256198347,12.2,0.25206611570247933,4.0,0.08264462809917356,17.6,0.36363636363636365
ATT-MAPPO,152.0,150.6,40.2,0.472636815920398,647.75927734375,17.2,30.0,47.2,19.0,0.472636815920398,2.0,0.04975124378109453,9.2,0.22885572139303484,10.0,0.24875621890547264
ATT-MAPPO,153.0,151.0,43.4,0.21658986175115208,439.84599609375,16.6,29.0,45.6,9.4,0.21658986175115208,8.0,0.18433179723502305,11.2,0.25806451612903225,14.8,0.34101382488479265
ATT-MAPPO,154.0,151.0,44.2,0.36199095022624433,721.37109375,21.0,27.0,48.0,16.0,0.36199095022624433,14.8,0.334841628959276,5.6,0.12669683257918551,7.8,0.17647058823529413
ATT-MAPPO,155.0,151.0,43.4,0.30414746543778803,453.90771484375,15.0,26.6,41.6,13.2,0.30414746543778803,14.8,0.34101382488479265,10.0,0.2304147465437788,5.4,0.12442396313364056
ATT-MAPPO,156.0,151.0,40.6,0.20689655172413793,361.12138671875,12.8,25.2,38.0,8.4,0.20689655172413793,6.4,0.15763546798029557,14.8,0.3645320197044335,11.0,0.270935960591133
ATT-MAPPO,157.0,151.0,47.8,0.3263598326359833,560.9666015625,17.6,26.0,43.6,15.6,0.3263598326359833,4.6,0.09623430962343096,12.8,0.26778242677824265,14.8,0.30962343096234307
ATT-MAPPO,158.0,151.2,43.4,0.31797235023041476,600.43203125,19.0,26.4,45.4,13.8,0.31797235023041476,3.6,0.08294930875576037,10.6,0.24423963133640553,15.4,0.3548387096774194
ATT-MAPPO,159.0,151.6,43.4,0.35023041474654376,711.65791015625,22.4,26.4,48.8,15.2,0.35023041474654376,3.0,0.06912442396313365,13.0,0.2995391705069124,12.2,0.28110599078341014
ATT-MAPPO,160.0,151.6,45.2,0.5398230088495575,642.129248046875,16.4,27.8,44.2,24.4,0.5398230088495575,5.4,0.11946902654867257,7.6,0.168141592920354,7.8,0.17256637168141592
ATT-MAPPO,161.0,151.6,40.2,0.15920398009950248,357.1322998046875,11.8,28.0,39.8,6.4,0.15920398009950248,18.6,0.4626865671641791,3.8,0.0945273631840796,11.4,0.2835820895522388
ATT-MAPPO,162.0,151.6,47.6,0.3487394957983193,778.28076171875,23.8,26.8,50.6,16.6,0.3487394957983193,17.2,0.36134453781512604,4.4,0.09243697478991597,9.4,0.19747899159663865
ATT-MAPPO,163.0,152.0,43.4,0.39631336405529954,509.86162109375,17.0,27.4,44.4,17.2,0.39631336405529954,0.2,0.004608294930875576,11.4,0.2626728110599078,14.6,0.33640552995391704
ATT-MAPPO,164.0,152.2,50.8,0.4015748031496063,646.273828125,19.2,23.8,43.0,20.4,0.4015748031496063,7.4,0.14566929133858267,19.8,0.38976377952755903,3.2,0.06299212598425197
ATT-MAPPO,165.0,152.2,47.6,0.3949579831932773,517.03583984375,18.2,26.4,44.6,18.8,0.3949579831932773,3.6,0.07563025210084033,13.6,0.2857142857142857,11.6,0.24369747899159663
ATT-MAPPO,166.0,152.4,47.0,0.4,682.1708984375,22.4,30.8,53.2,18.8,0.4,8.6,0.1829787234042553,14.0,0.2978723404255319,5.6,0.11914893617021277
ATT-MAPPO,167.0,152.2,44.6,0.5874439461883408,908.09404296875,28.2,20.4,48.6,26.2,0.5874439461883408,5.0,0.11210762331838565,1.6,0.03587443946188341,11.8,0.2645739910313901
ATT-MAPPO,168.0,152.6,42.8,0.4672897196261682,796.3373046875,24.2,21.6,45.8,20.0,0.4672897196261682,5.4,0.1261682242990654,0.4,0.009345794392523364,17.0,0.397196261682243
ATT-MAPPO,169.0,152.6,41.4,0.16908212560386474,459.51201171875,18.4,25.2,43.6,7.0,0.16908212560386474,16.8,0.4057971014492754,6.6,0.15942028985507245,11.0,0.26570048309178745
ATT-MAPPO,170.0,152.6,43.8,0.2557077625570776,680.883251953125,21.0,23.4,44.4,11.2,0.2557077625570776,7.2,0.1643835616438356,19.4,0.4429223744292237,6.0,0.136986301369863
ATT-MAPPO,171.0,153.0,45.4,0.11894273127753303,371.662890625,12.8,22.8,35.6,5.4,0.11894273127753303,14.2,0.31277533039647576,17.0,0.3744493392070485,8.8,0.19383259911894274
ATT-MAPPO,172.0,153.0,43.4,0.33640552995391704,538.258837890625,15.8,24.2,40.0,14.6,0.33640552995391704,9.2,0.2119815668202765,13.6,0.31336405529953915,6.0,0.1382488479262673
ATT-MAPPO,173.0,153.8,46.8,0.21367521367521367,461.20830078125,16.4,25.2,41.6,10.0,0.21367521367521367,2.6,0.05555555555555555,24.0,0.5128205128205128,10.2,0.21794871794871795
ATT-MAPPO,174.0,154.0,47.2,0.2330508474576271,844.4333984375,26.0,23.6,49.6,11.0,0.2330508474576271,1.8,0.038135593220338986,17.0,0.3601694915254237,17.4,0.3686440677966102
ATT-MAPPO,175.0,154.2,40.2,0.6616915422885572,786.33388671875,22.6,27.4,50.0,26.6,0.6616915422885572,7.0,0.17412935323383086,0.0,0.0,6.6,0.16417910447761194
ATT-MAPPO,176.0,154.4,44.4,0.40540540540540543,457.6994140625,12.4,24.6,37.0,18.0,0.40540540540540543,15.4,0.34684684684684686,3.6,0.08108108108108109,7.4,0.16666666666666666
ATT-MAPPO,177.0,154.2,49.2,0.18292682926829268,548.662451171875,17.4,31.8,49.2,9.0,0.18292682926829268,8.6,0.17479674796747968,13.8,0.2804878048780488,17.8,0.3617886178861789
ATT-MAPPO,178.0,154.2,45.8,0.09170305676855896,409.3071533203125,17.0,28.2,45.2,4.2,0.09170305676855896,12.0,0.26200873362445415,18.0,0.3930131004366812,11.6,0.25327510917030566
ATT-MAPPO,179.0,154.0,48.0,0.17083333333333334,491.577587890625,17.8,19.6,37.4,8.2,0.17083333333333334,16.8,0.35,5.2,0.10833333333333334,17.8,0.37083333333333335
ATT-MAPPO,180.0,154.0,47.0,0.3191489361702128,486.87353515625,16.2,27.4,43.6,15.0,0.3191489361702128,2.6,0.05531914893617021,25.6,0.5446808510638298,3.8,0.08085106382978724
ATT-MAPPO,181.0,153.6,47.2,0.3389830508474576,455.66162109375,16.2,32.4,48.6,16.0,0.3389830508474576,1.4,0.029661016949152543,28.2,0.597457627118644,1.6,0.03389830508474576
ATT-MAPPO,182.0,154.0,43.0,0.2930232558139535,585.566796875,17.4,29.8,47.2,12.6,0.2930232558139535,11.8,0.2744186046511628,6.0,0.13953488372093023,12.6,0.2930232558139535
ATT-MAPPO,183.0,153.8,43.8,0.7077625570776256,895.7775390625,26.8,32.2,59.0,31.0,0.7077625570776256,7.8,0.1780821917808219,0.0,0.0,5.0,0.1141552511415525
ATT-MAPPO,184.0,153.8,47.2,0.423728813559322,695.38681640625,20.0,28.2,48.2,20.0,0.423728813559322,1.2,0.025423728813559324,4.0,0.0847457627118644,22.0,0.4661016949152542
ATT-MAPPO,185.0,153.8,44.4,0.25675675675675674,633.8853515625,20.0,26.6,46.6,11.4,0.25675675675675674,6.6,0.14864864864864866,5.8,0.13063063063063063,20.6,0.46396396396396394
ATT-MAPPO,186.0,154.4,48.4,0.2396694214876033,535.71083984375,17.4,26.8,44.2,11.6,0.2396694214876033,15.6,0.32231404958677684,12.0,0.24793388429752067,9.2,0.19008264462809918
ATT-MAPPO,187.0,154.4,45.8,0.2096069868995633,446.350732421875,16.6,22.4,39.0,9.6,0.2096069868995633,10.8,0.23580786026200873,25.4,0.5545851528384279,0.0,0.0
ATT-MAPPO,188.0,154.2,47.2,0.2330508474576271,397.7494140625,14.2,24.2,38.4,11.0,0.2330508474576271,9.4,0.19915254237288135,21.4,0.4533898305084746,5.4,0.11440677966101695
ATT-MAPPO,189.0,154.0,45.8,0.37117903930131,492.095654296875,18.6,31.8,50.4,17.0,0.37117903930131,3.0,0.06550218340611354,10.6,0.2314410480349345,15.2,0.3318777292576419
ATT-MAPPO,190.0,153.6,46.8,0.44871794871794873,734.4345703125,20.8,28.0,48.8,21.0,0.44871794871794873,2.6,0.05555555555555555,0.8,0.017094017094017096,22.4,0.47863247863247865
ATT-MAPPO,191.0,153.2,44.8,0.38392857142857145,703.680859375,22.8,28.8,51.6,17.2,0.38392857142857145,9.2,0.20535714285714285,0.4,0.008928571428571428,18.0,0.4017857142857143
ATT-MAPPO,192.0,153.0,43.0,0.49767441860465117,711.20205078125,21.0,28.6,49.6,21.4,0.49767441860465117,13.0,0.3023255813953488,2.4,0.05581395348837209,6.2,0.14418604651162792
ATT-MAPPO,193.0,153.4,42.6,0.3004694835680751,487.03232421875,17.6,24.6,42.2,12.8,0.3004694835680751,13.2,0.30985915492957744,16.4,0.38497652582159625,0.2,0.004694835680751174
ATT-MAPPO,194.0,153.0,42.0,0.05238095238095238,344.6126220703125,12.0,28.6,40.6,2.2,0.05238095238095238,14.2,0.3380952380952381,19.4,0.46190476190476193,6.2,0.14761904761904762
ATT-MAPPO,195.0,153.0,47.2,0.2245762711864407,542.95888671875,18.6,23.2,41.8,10.6,0.2245762711864407,7.6,0.16101694915254236,21.8,0.461864406779661,7.2,0.15254237288135594
ATT-MAPPO,196.0,153.0,47.2,0.3644067796610169,517.19150390625,13.6,26.2,39.8,17.2,0.3644067796610169,0.4,0.00847457627118644,9.4,0.19915254237288135,20.2,0.4279661016949153
ATT-MAPPO,197.0,153.0,41.4,0.5797101449275363,781.47998046875,21.0,31.0,52.0,24.0,0.5797101449275363,1.2,0.028985507246376812,3.6,0.08695652173913043,12.6,0.30434782608695654
ATT-MAPPO,198.0,153.2,49.2,0.43902439024390244,715.49013671875,21.6,29.8,51.4,21.6,0.43902439024390244,7.8,0.15853658536585366,3.0,0.06097560975609756,16.8,0.34146341463414637
ATT-MAPPO,199.0,153.6,49.6,0.49193548387096775,911.1521484375,25.2,25.4,50.6,24.4,0.49193548387096775,12.0,0.24193548387096775,4.0,0.08064516129032258,9.2,0.18548387096774194
ATT-MAPPO,200.0,153.4,44.6,0.29596412556053814,618.24921875,21.0,24.6,45.6,13.2,0.29596412556053814,19.0,0.4260089686098655,7.0,0.15695067264573992,5.4,0.1210762331838565
ATT-MAPPO,201.0,152.8,45.8,0.1703056768558952,415.0986328125,13.4,21.0,34.4,7.8,0.1703056768558952,19.0,0.4148471615720524,14.2,0.31004366812227074,4.8,0.10480349344978165
ATT-MAPPO,202.0,152.8,52.0,0.2846153846153846,647.778564453125,20.0,25.4,45.4,14.8,0.2846153846153846,7.0,0.1346153846153846,17.8,0.3423076923076923,12.4,0.23846153846153847
ATT-MAPPO,203.0,152.0,47.0,0.3276595744680851,703.311474609375,22.6,28.8,51.4,15.4,0.3276595744680851,1.2,0.02553191489361702,10.2,0.2170212765957447,20.2,0.4297872340425532
ATT-MAPPO,204.0,152.0,45.2,0.20353982300884957,374.720849609375,12.4,25.2,37.6,9.2,0.20353982300884957,8.0,0.17699115044247787,12.8,0.2831858407079646,15.2,0.336283185840708
ATT-MAPPO,205.0,152.4,47.6,0.3697478991596639,663.93115234375,18.6,30.6,49.2,17.6,0.3697478991596639,5.0,0.10504201680672269,7.0,0.14705882352941177,18.0,0.37815126050420167
ATT-MAPPO,206.0,152.0,44.8,0.45982142857142855,626.28095703125,19.6,29.2,48.8,20.6,0.45982142857142855,10.2,0.22767857142857142,8.4,0.1875,5.6,0.125
ATT-MAPPO,207.0,151.8,43.8,0.4018264840182648,579.03330078125,17.8,28.8,46.6,17.6,0.4018264840182648,16.6,0.3789954337899543,6.2,0.1415525114155251,3.4,0.0776255707762557
ATT-MAPPO,208.0,152.0,45.0,0.24888888888888888,551.90419921875,18.6,32.4,51.0,11.2,0.24888888888888888,12.8,0.28444444444444444,16.6,0.3688888888888889,4.4,0.09777777777777778
ATT-MAPPO,209.0,152.2,47.8,0.20502092050209206,567.059326171875,20.0,23.2,43.2,9.8,0.20502092050209206,3.0,0.06276150627615062,21.4,0.4476987447698745,13.6,0.28451882845188287
ATT-MAPPO,210.0,152.0,44.4,0.481981981981982,831.32041015625,23.4,23.6,47.0,21.4,0.481981981981982,3.2,0.07207207207207207,9.8,0.22072072072072071,10.0,0.22522522522522523
ATT-MAPPO,211.0,152.0,45.0,0.19555555555555557,398.1310546875,14.4,25.6,40.0,8.8,0.19555555555555557,9.2,0.20444444444444446,10.8,0.24,16.2,0.36
ATT-MAPPO,212.0,151.6,46.8,0.3717948717948718,815.30146484375,24.2,29.8,54.0,17.4,0.3717948717948718,5.2,0.1111111111111111,4.8,0.10256410256410256,19.4,0.41452991452991456
ATT-MAPPO,213.0,151.2,43.2,0.49074074074074076,660.29990234375,19.0,27.4,46.4,21.2,0.49074074074074076,5.0,0.11574074074074074,10.8,0.25,6.2,0.14351851851851852
ATT-MAPPO,214.0,150.8,43.8,0.2009132420091324,423.380078125,15.6,26.4,42.0,8.8,0.2009132420091324,16.0,0.365296803652968,15.2,0.3470319634703196,3.8,0.0867579908675799
ATT-MAPPO,215.0,151.2,41.2,0.3155339805825243,538.924072265625,18.0,25.0,43.0,13.0,0.3155339805825243,10.8,0.2621359223300971,14.4,0.34951456310679613,3.0,0.07281553398058252
ATT-MAPPO,216.0,151.2,45.8,0.3406113537117904,668.75791015625,19.6,23.4,43.0,15.6,0.3406113537117904,5.6,0.1222707423580786,22.6,0.49344978165938863,2.0,0.043668122270742356
ATT-MAPPO,217.0,151.2,47.6,0.20588235294117646,527.023974609375,17.2,27.8,45.0,9.8,0.20588235294117646,7.0,0.14705882352941177,4.8,0.10084033613445378,26.0,0.5462184873949579
ATT-MAPPO,218.0,151.2,44.8,0.6116071428571429,833.6421875,22.2,28.4,50.6,27.4,0.6116071428571429,0.6,0.013392857142857142,1.6,0.03571428571428571,15.2,0.3392857142857143
ATT-MAPPO,219.0,150.6,47.0,0.5361702127659574,695.346044921875,21.0,22.8,43.8,25.2,0.5361702127659574,10.6,0.225531914893617,2.4,0.05106382978723404,8.8,0.18723404255319148
ATT-MAPPO,220.0,150.6,45.6,0.44298245614035087,705.19873046875,20.0,25.8,45.8,20.2,0.44298245614035087,17.4,0.3815789473684211,4.4,0.09649122807017543,3.6,0.07894736842105263
ATT-MAPPO,221.0,150.2,45.2,0.2831858407079646,536.5759765625,20.2,26.4,46.6,12.8,0.2831858407079646,18.0,0.39823008849557523,13.0,0.28761061946902655,1.4,0.030973451327433628
ATT-MAPPO,222.0,150.2,47.0,0.23829787234042554,767.0646484375,23.0,22.6,45.6,11.2,0.23829787234042554,7.4,0.1574468085106383,22.4,0.4765957446808511,6.0,0.1276595744680851
ATT-MAPPO,223.0,149.0,47.4,0.1350210970464135,345.572900390625,13.8,23.6,37.4,6.4,0.1350210970464135,8.6,0.18143459915611815,15.8,0.3333333333333333,16.6,0.350210970464135
ATT-MAPPO,224.0,148.4,46.8,0.49145299145299143,618.593359375,17.4,24.4,41.8,23.0,0.49145299145299143,0.8,0.017094017094017096,5.8,0.12393162393162394,17.2,0.36752136752136755
ATT-MAPPO,225.0,148.2,42.8,0.43457943925233644,448.136474609375,15.4,27.8,43.2,18.6,0.43457943925233644,0.2,0.004672897196261682,14.4,0.3364485981308411,9.6,0.22429906542056074
ATT-MAPPO,226.0,147.8,42.0,0.19047619047619047,524.549462890625,19.2,33.2,52.4,8.0,0.19047619047619047,11.0,0.2619047619047619,13.4,0.319047619047619,9.6,0.22857142857142856
ATT-MAPPO,227.0,147.6,45.2,0.5752212389380531,817.608984375,25.6,27.2,52.8,26.0,0.5752212389380531,15.4,0.3407079646017699,0.4,0.008849557522123894,3.4,0.0752212389380531
ATT-MAPPO,228.0,147.2,42.4,0.5613207547169812,595.44521484375,19.8,24.8,44.6,23.8,0.5613207547169812,5.8,0.13679245283018868,4.6,0.10849056603773585,8.2,0.19339622641509435
ATT-MAPPO,229.0,146.8,40.0,0.305,488.662109375,16.2,24.2,40.4,12.2,0.305,1.2,0.03,15.6,0.39,11.0,0.275
ATT-MAPPO,230.0,146.4,45.0,0.18222222222222223,515.26220703125,20.6,25.0,45.6,8.2,0.18222222222222223,0.4,0.008888888888888889,14.6,0.3244444444444444,21.8,0.48444444444444446
ATT-MAPPO,231.0,146.2,44.6,0.4170403587443946,802.01279296875,23.2,21.6,44.8,18.6,0.4170403587443946,9.0,0.20179372197309417,4.0,0.08968609865470852,13.0,0.2914798206278027
ATT-MAPPO,232.0,145.6,42.2,0.36492890995260663,574.988232421875,19.4,23.0,42.4,15.4,0.36492890995260663,15.2,0.36018957345971564,1.0,0.023696682464454975,10.6,0.25118483412322273
ATT-MAPPO,233.0,145.8,44.4,0.6261261261261262,624.13623046875,17.8,20.4,38.2,27.8,0.6261261261261262,5.0,0.11261261261261261,8.8,0.1981981981981982,2.8,0.06306306306306306
ATT-MAPPO,234.0,145.6,44.8,0.2857142857142857,504.26357421875,18.8,23.4,42.2,12.8,0.2857142857142857,8.6,0.19196428571428573,21.8,0.48660714285714285,1.6,0.03571428571428571
ATT-MAPPO,235.0,145.6,37.0,0.1945945945945946,534.624755859375,19.2,21.6,40.8,7.2,0.1945945945945946,3.6,0.0972972972972973,10.4,0.2810810810810811,15.8,0.42702702702702705
ATT-MAPPO,236.0,144.8,48.6,0.345679012345679,957.7060546875,30.2,20.4,50.6,16.8,0.345679012345679,0.2,0.00411522633744856,14.6,0.3004115226337449,17.0,0.3497942386831276
ATT-MAPPO,237.0,145.0,48.2,0.5477178423236515,934.29677734375,24.8,20.2,45.0,26.4,0.5477178423236515,12.8,0.26556016597510373,1.6,0.03319502074688797,7.4,0.15352697095435686
ATT-MAPPO,238.0,144.4,42.8,0.29439252336448596,511.804345703125,14.2,25.6,39.8,12.6,0.29439252336448596,20.6,0.48130841121495327,2.8,0.06542056074766354,6.8,0.1588785046728972
ATT-MAPPO,239.0,143.8,43.8,0.3013698630136986,458.55556640625,15.4,28.0,43.4,13.2,0.3013698630136986,3.4,0.0776255707762557,14.6,0.3333333333333333,12.6,0.2876712328767123
ATT-MAPPO,240.0,142.8,43.8,0.2420091324200913,538.67158203125,19.0,26.4,45.4,10.6,0.2420091324200913,6.4,0.1461187214611872,19.6,0.4474885844748858,7.2,0.1643835616438356
ATT-MAPPO,241.0,90.8,41.4,0.2222222222222222,446.0552734375,15.0,25.0,40.0,9.2,0.2222222222222222,11.4,0.2753623188405797,6.0,0.14492753623188406,14.8,0.357487922705314
ATT-MAPPO,242.0,89.8,27.0,0.32592592592592595,410.3923828125,13.8,21.6,35.4,8.8,0.32592592592592595,0.8,0.02962962962962963,13.0,0.48148148148148145,4.4,0.16296296296296298
ATT-MAPPO,243.0,90.0,25.6,0.25,417.81064453125,15.0,27.2,42.2,6.4,0.25,5.2,0.203125,4.4,0.171875,9.6,0.375
ATT-MAPPO,244.0,89.6,21.8,0.46788990825688076,523.235546875,16.4,26.0,42.4,10.2,0.46788990825688076,4.6,0.21100917431192662,2.6,0.11926605504587157,4.4,0.2018348623853211
ATT-MAPPO,245.0,88.6,26.0,0.3769230769230769,404.416015625,11.4,18.8,30.2,9.8,0.3769230769230769,6.2,0.23846153846153847,1.8,0.06923076923076923,8.2,0.3153846153846154
ATT-MAPPO,246.0,87.8,29.6,0.24324324324324326,368.787548828125,8.8,18.8,27.6,7.2,0.24324324324324326,9.4,0.31756756756756754,5.0,0.16891891891891891,8.0,0.2702702702702703
ATT-MAPPO,247.0,87.8,28.0,0.18571428571428572,350.5208251953125,11.8,16.2,28.0,5.2,0.18571428571428572,12.0,0.42857142857142855,10.0,0.35714285714285715,0.8,0.02857142857142857
ATT-MAPPO,248.0,87.8,24.0,0.058333333333333334,250.9060546875,8.4,15.2,23.6,1.4,0.058333333333333334,9.2,0.38333333333333336,8.4,0.35,5.0,0.20833333333333334
ATT-MAPPO,249.0,87.8,28.0,0.17142857142857143,358.4776611328125,11.4,16.8,28.2,4.8,0.17142857142857143,8.4,0.3,8.2,0.29285714285714287,6.6,0.2357142857142857
ATT-MAPPO,250.0,87.6,28.0,0.42857142857142855,554.43544921875,15.2,11.4,26.6,12.0,0.42857142857142855,0.8,0.02857142857142857,6.0,0.21428571428571427,9.2,0.32857142857142857
ATT-MAPPO,251.0,87.2,26.6,0.24060150375939848,424.38017578125,14.0,14.0,28.0,6.4,0.24060150375939848,4.8,0.18045112781954886,2.4,0.09022556390977443,13.0,0.48872180451127817
ATT-MAPPO,252.0,87.4,29.2,0.3150684931506849,445.58212890625,13.4,15.4,28.8,9.2,0.3150684931506849,10.0,0.3424657534246575,1.4,0.04794520547945205,8.6,0.2945205479452055
ATT-MAPPO,253.0,87.4,29.0,0.2413793103448276,357.33525390625,10.6,15.8,26.4,7.0,0.2413793103448276,9.6,0.3310344827586207,10.0,0.3448275862068966,2.4,0.08275862068965517
ATT-MAPPO,254.0,87.2,27.4,0.24087591240875914,473.8435546875,12.8,15.8,28.6,6.6,0.24087591240875914,10.0,0.36496350364963503,9.2,0.3357664233576642,1.6,0.058394160583941604
ATT-MAPPO,255.0,87.2,29.8,0.3422818791946309,382.787451171875,10.8,17.8,28.6,10.2,0.3422818791946309,8.8,0.2953020134228188,9.8,0.3288590604026846,1.0,0.03355704697986577
ATT-MAPPO,256.0,87.4,24.2,0.23140495867768596,314.5649658203125,9.8,14.2,24.0,5.6,0.23140495867768596,4.0,0.1652892561983471,4.8,0.19834710743801653,9.8,0.4049586776859504
ATT-MAPPO,257.0,87.2,22.6,0.23893805309734514,313.1745361328125,9.2,17.2,26.4,5.4,0.23893805309734514,0.6,0.02654867256637168,4.2,0.18584070796460178,12.4,0.5486725663716814
ATT-MAPPO,258.0,87.6,26.4,0.4090909090909091,481.754248046875,13.8,17.8,31.6,10.8,0.4090909090909091,5.6,0.21212121212121213,2.0,0.07575757575757576,8.0,0.30303030303030304
ATT-MAPPO,259.0,87.8,25.4,0.31496062992125984,342.8470703125,10.8,15.6,26.4,8.0,0.31496062992125984,10.6,0.41732283464566927,1.4,0.05511811023622047,5.4,0.2125984251968504
ATT-MAPPO,260.0,87.4,27.2,0.16911764705882354,343.166943359375,11.6,14.4,26.0,4.6,0.16911764705882354,6.8,0.25,11.6,0.4264705882352941,4.2,0.15441176470588236
